"x","y"
"1691539200000","52358969387622.18"
"1691625600000","52391178981379"
"1691712000000","52391178981379"
"1691798400000","52391178981379"
"1691884800000","52391178981379"
"1691971200000","52391178981379"
"1692057600000","52391178981379"
"1692144000000","52391178981379"
"1692230400000","52391178981379"
"1692316800000","52391178981379"
"1692403200000","52391178981379"
"1692489600000","52391178981379"
"1692576000000","52391178981379"
"1692662400000","53588410123873.43"
"1692748800000","55621444139430"
"1692835200000","55621444139430"
"1692921600000","55621444139430"
"1693008000000","55621444139430"
"1693094400000","55621444139430"
"1693180800000","55621444139430"
"1693267200000","55621444139430"
"1693353600000","55621444139430"
"1693440000000","55621444139430"
"1693526400000","55621444139430"
"1693612800000","55621444139430"
"1693699200000","55621444139430"
"1693785600000","55621444139430"
"1693872000000","55621444139430"
"1693958400000","54302721812289.63"
"1694044800000","54150142369480"
"1694131200000","54150142369480"
"1694217600000","54150142369480"
"1694304000000","54150142369480"
"1694390400000","54150142369480"
"1694476800000","54150142369480"
"1694563200000","54150142369480"
"1694649600000","54150142369480"
"1694736000000","54150142369480"
"1694822400000","54150142369480"
"1694908800000","54150142369480"
"1694995200000","54150142369480"
"1695081600000","55816608966185.68"
"1695168000000","57119871304635"
"1695254400000","57119871304635"
"1695340800000","57119871304635"
"1695427200000","57119871304635"
"1695513600000","57119871304635"
"1695600000000","57119871304635"
"1695686400000","57119871304635"
"1695772800000","57119871304635"
"1695859200000","57119871304635"
"1695945600000","57119871304635"
"1696032000000","57119871304635"
"1696118400000","57119871304635"
"1696204800000","57119871304635"
"1696291200000","57252656596459.91"
"1696377600000","57321508229258"
"1696464000000","57321508229258"
"1696550400000","57321508229258"
"1696636800000","57321508229258"
"1696723200000","57321508229258"
"1696809600000","57321508229258"
"1696896000000","57321508229258"
"1696982400000","57321508229258"
"1697068800000","57321508229258"
"1697155200000","57321508229258"
"1697241600000","57321508229258"
"1697328000000","57321508229258"
"1697414400000","59373391582489.234"
"1697500800000","61030681983176"
"1697587200000","61030681983176"
"1697673600000","61030681983176"
"1697760000000","61030681983176"
"1697846400000","61030681983176"
"1697932800000","61030681983176"
"1698019200000","61030681983176"
"1698105600000","61030681983176"
"1698192000000","61030681983176"
"1698278400000","61030681983176"
"1698364800000","61030681983176"
"1698451200000","61030681983176"
"1698537600000","61030681983176"
"1698624000000","62224673386140.1"
"1698710400000","62463471666732.93"
"1698796800000","62463471666732.97"
"1698883200000","62463471666733"
"1698969600000","62463471666733"
"1699056000000","62463471666732.86"
"1699142400000","62463471666732.88"
"1699228800000","62463471666733"
"1699315200000","62463471666733"
"1699401600000","62463471666732.97"
"1699488000000","62463471666733"
"1699574400000","62463471666732.94"
"1699660800000","62463471666732.9"
"1699747200000","63233946844737.766"
"1699833600000","64678587803497"
"1699920000000","64678587803497"
"1700006400000","64678587803496.945"
"1700092800000","64678587803496.945"
"1700179200000","64678587803496.93"
"1700265600000","64678587803496.94"
"1700352000000","64678587803496.82"
"1700438400000","64678587803496.84"
"1700524800000","64678587803496.92"
"1700611200000","64678587803496.984"
"1700697600000","64678587803496.95"
"1700784000000","64678587803496.836"
"1700870400000","64678587803496.88"
"1700956800000","67912869716769.22"
"1701043200000","67957790298898"
"1701129600000","67957790298898"
"1701216000000","67957790298898"
"1701302400000","67957790298898"
"1701388800000","67957790298898"
"1701475200000","67957790298898"
"1701561600000","67957790298898"
"1701648000000","67957790298898"
"1701734400000","67957790298898"
"1701820800000","67957790298898"
"1701907200000","67957790298898"
"1701993600000","67957790298898"
"1702080000000","67957790298898"
"1702166400000","67436283581404.43"
"1702252800000","67305906902031.14"
"1702339200000","67305906902031.055"
"1702425600000","67305906902031.086"
"1702512000000","67305906902031.07"
"1702598400000","67305906902031.164"
"1702684800000","67305906902031.1"
"1702771200000","67305906902031.09"
"1702857600000","67305906902031.19"
"1702944000000","67305906902031.164"
"1703030400000","67305906902031.06"
"1703116800000","67305906902031.07"
"1703203200000","67305906902031.19"
"1703289600000","70449192118839.66"
"1703376000000","72006146478567.25"
"1703462400000","72006146478567.08"
"1703548800000","72006146478567.08"
"1703635200000","72006146478567"
"1703721600000","72006146478567"
"1703808000000","72006146478567.16"
"1703894400000","72006146478567.12"
"1703980800000","72006146478567.17"
"1704067200000","72006146478567.17"
"1704153600000","72006146478567.02"
"1704240000000","72006146478567.19"
"1704326400000","72006146478567.25"
"1704412800000","72006146478567.08"
"1704499200000","73146570446681.67"
"1704585600000","73197634206448"
"1704672000000","73197634206448"
"1704758400000","73197634206448"
"1704844800000","73197634206448"
"1704931200000","73197634206448"
"1705017600000","73197634206448"
"1705104000000","73197634206448"
"1705190400000","73197634206448"
"1705276800000","73197634206448"
"1705363200000","73197634206448"
"1705449600000","73197634206448"
"1705536000000","73197634206448"
"1705622400000","73197634206448"
"1705708800000","72219650984228.06"
"1705795200000","70343519904867.086"
"1705881600000","70343519904867.2"
"1705968000000","70343519904867.17"
"1706054400000","70343519904867.15"
"1706140800000","70343519904867.29"
"1706227200000","70343519904867.16"
"1706313600000","70343519904867.25"
"1706400000000","70343519904867.2"
"1706486400000","70343519904867.18"
"1706572800000","70343519904867.11"
"1706659200000","70343519904867.02"
"1706745600000","70343519904867.164"
"1706832000000","72346611061723.23"
"1706918400000","75502165623894"
"1707004800000","75502165623894"
"1707091200000","75502165623894"
"1707177600000","75502165623894"
"1707264000000","75502165623894"
"1707350400000","75502165623894"
"1707436800000","75502165623894"
"1707523200000","75502165623894"
"1707609600000","75502165623894"
"1707696000000","75502165623894"
"1707782400000","75502165623894"
"1707868800000","75502165623894"
"1707955200000","77563331090797.1"
"1708041600000","81725299822043.17"
"1708128000000","81725299822043.25"
"1708214400000","81725299822043.08"
"1708300800000","81725299822043.17"
"1708387200000","81725299822043.2"
"1708473600000","81725299822043.19"
"1708560000000","81725299822043.17"
"1708646400000","81725299822043.3"
"1708732800000","81725299822043.19"
"1708819200000","81725299822043.31"
"1708905600000","81725299822043.16"
"1708992000000","81725299822043.12"
"1709078400000","81725299822043.25"
"1709164800000","81725299822043.16"
"1709251200000","79428308380841.48"
"1709337600000","79351228131136.9"
"1709424000000","79351228131136.75"
"1709510400000","79351228131136.9"
"1709596800000","79351228131136.69"
"1709683200000","79351228131136.83"
"1709769600000","79351228131136.64"
"1709856000000","79351228131136.75"
"1709942400000","79351228131136.72"
"1710028800000","79351228131136.81"
"1710115200000","79351228131136.69"
"1710201600000","79351228131136.83"
"1710288000000","79351228131136.72"
"1710374400000","82709090260024.77"
"1710460800000","83947913181362"
"1710547200000","83947913181362"
"1710633600000","83947913181362"
"1710720000000","83947913181362"
"1710806400000","83947913181362"
"1710892800000","83947913181362"
"1710979200000","83947913181362"
"1711065600000","83947913181362"
"1711152000000","83947913181362"
"1711238400000","83947913181362"
"1711324800000","83947913181362"
"1711411200000","83947913181362"
"1711497600000","83947913181362"
"1711584000000","83467245353210.45"
"1711670400000","83126997340024.75"
"1711756800000","83126997340024.7"
"1711843200000","83126997340024.78"
"1711929600000","83126997340024.72"
"1712016000000","83126997340024.73"
"1712102400000","83126997340024.77"
"1712188800000","83126997340024.78"
"1712275200000","83126997340024.73"
"1712361600000","83126997340024.7"
"1712448000000","83126997340024.64"
"1712534400000","83126997340024.69"
"1712620800000","83126997340024.73"
"1712707200000","83450993523979.81"
"1712793600000","86388558925171.22"
"1712880000000","86388558925171.23"
"1712966400000","86388558925171.36"
"1713052800000","86388558925171.34"
"1713139200000","86388558925171.27"
"1713225600000","86388558925171.38"
"1713312000000","86388558925171.23"
"1713398400000","86388558925171.28"
"1713484800000","86388558925171.31"
"1713571200000","86388558925171.2"
"1713657600000","86388558925171.25"
"1713744000000","86388558925171.31"
"1713830400000","86388558925171.38"
"1713916800000","87185497750595.1"
"1714003200000","88104191118792.72"
"1714089600000","88104191118792.78"
"1714176000000","88104191118792.75"
