"x","y"
"1682812800000","48712405953118"
"1682899200000","48712405953118"
"1682985600000","48712405953118"
"1683072000000","48712405953118"
"1683158400000","48484851384225.305"
"1683244800000","48005534313579"
"1683331200000","48005534313579"
"1683417600000","48005534313579"
"1683504000000","48005534313579"
"1683590400000","48005534313579"
"1683676800000","48005534313579"
"1683763200000","48005534313579"
"1683849600000","48005534313579"
"1683936000000","48005534313579"
"1684022400000","48005534313579"
"1684108800000","48005534313579"
"1684195200000","48005534313579"
"1684281600000","48005534313579"
"1684368000000","49188301954866.32"
"1684454400000","49549703178593"
"1684540800000","49549703178593"
"1684627200000","49549703178593"
"1684713600000","49549703178593"
"1684800000000","49549703178593"
"1684886400000","49549703178593"
"1684972800000","49549703178593"
"1685059200000","49549703178593"
"1685145600000","49549703178593"
"1685232000000","49549703178593"
"1685318400000","49549703178593"
"1685404800000","49549703178593"
"1685491200000","49896188532214.63"
"1685577600000","51234338863443"
"1685664000000","51234338863443"
"1685750400000","51234338863443"
"1685836800000","51234338863443"
"1685923200000","51234338863443"
"1686009600000","51234338863443"
"1686096000000","51234338863443"
"1686182400000","51234338863443"
"1686268800000","51234338863443"
"1686355200000","51234338863443"
"1686441600000","51234338863443"
"1686528000000","51234338863443"
"1686614400000","51234338863443"
"1686700800000","51935360722908.66"
"1686787200000","52350439455487"
"1686873600000","52350439455487"
"1686960000000","52350439455487"
"1687046400000","52350439455487"
"1687132800000","52350439455487"
"1687219200000","52350439455487"
"1687305600000","52350439455487"
"1687392000000","52350439455487"
"1687478400000","52350439455487"
"1687564800000","52350439455487"
"1687651200000","52350439455487"
"1687737600000","52350439455487"
"1687824000000","52350439455487"
"1687910400000","52255759843018.72"
"1687996800000","50646206431058"
"1688083200000","50646206431058"
"1688169600000","50646206431058"
"1688256000000","50646206431058"
"1688342400000","50646206431058"
"1688428800000","50646206431058"
"1688515200000","50646206431058"
"1688601600000","50646206431058"
"1688688000000","50646206431058"
"1688774400000","50646206431058"
"1688860800000","50646206431058"
"1688947200000","50646206431058"
"1689033600000","50646206431058"
"1689120000000","53503052179805.375"
"1689206400000","53911173001055"
"1689292800000","53911173001055"
"1689379200000","53911173001055"
"1689465600000","53911173001055"
"1689552000000","53911173001055"
"1689638400000","53911173001055"
"1689724800000","53911173001055"
"1689811200000","53911173001055"
"1689897600000","53911173001055"
"1689984000000","53911173001055"
"1690070400000","53911173001055"
"1690156800000","53911173001055"
"1690243200000","53911173001055"
"1690329600000","53251647610383.75"
"1690416000000","52328312063444"
"1690502400000","52328312063444"
"1690588800000","52328312063444"
"1690675200000","52328312063444"
"1690761600000","52328312063444"
"1690848000000","52328312063444"
"1690934400000","52328312063444"
"1691020800000","52328312063444"
"1691107200000","52328312063444"
"1691193600000","52328312063444"
"1691280000000","52328312063444"
"1691366400000","52328312063444"
"1691452800000","52328312063444"
